Transaction_ID,Customer_ID,Store_ID,Transaction_Date,Transaction_Amount,Product_Category
473164,6703,94,2023-06-08 18:46:23.890008,342.18,Home & Kitchen
371490,5478,60,2023-05-21 09:49:04.559217,87.77,Grocery
128101,7089,100,2023-04-03 13:09:04.152885,211.0,Grocery
774609,9539,21,2023-04-11 10:19:47.782437,538.3,Grocery
489977,4352,5,2023-04-18 02:36:37.055934,622.61,Clothing
662092,9901,9,2023-10-31 19:32:22.884259,418.15,Clothing
170979,5993,29,2023-12-03 21:33:35.355049,913.29,Electronics
312672,9252,85,2023-10-27 08:03:06.149383,318.25,Electronics
531453,4752,28,2023-10-02 02:30:55.304056,719.42,Electronics
885258,3719,19,2023-09-13 00:17:23.196763,201.67,Grocery
915776,3128,59,2023-06-07 06:40:25.699891,969.68,Home & Kitchen
136939,3420,99,2023-09-23 23:57:46.068420,538.75,Clothing
993341,9679,72,2023-11-10 13:20:34.522828,853.25,Home & Kitchen
933773,5621,14,2023-09-29 15:18:18.813024,442.65,Clothing
245144,1731,43,2023-07-24 21:41:36.549909,174.11,Clothing
844942,2187,43,2023-05-21 08:37:36.300973,754.14,Electronics
880953,4839,76,2023-09-27 21:51:58.882253,730.98,Grocery
548684,6856,76,2023-09-07 12:35:14.061502,891.47,Clothing
963722,5980,88,2023-09-02 03:29:40.917220,952.18,Grocery
907356,3256,9,2023-09-23 04:11:35.321876,668.28,Clothing
550070,9766,19,2023-03-30 01:33:22.607955,186.71,Grocery
328917,8274,3,2023-04-21 20:52:31.050778,455.87,Home & Kitchen
620113,6000,91,2023-05-24 04:51:21.258151,309.55,Home & Kitchen
958635,7712,88,2023-05-19 08:53:16.166498,415.99,Grocery
772642,6885,55,2023-05-29 15:03:21.181515,526.29,Grocery
380512,5249,21,2023-05-12 19:15:26.945239,569.22,Grocery
187212,4552,22,2023-04-05 18:54:23.856511,150.48,Clothing
804347,4905,93,2023-09-06 12:33:21.005855,530.46,Home & Kitchen
530160,7854,22,2023-07-25 09:34:01.213576,714.44,Grocery
890621,1025,28,2024-01-19 21:13:53.048616,275.07,Clothing
970006,3759,64,2023-11-06 10:54:57.879912,733.06,Electronics
930480,4536,28,2023-08-27 13:42:28.961138,301.06,Electronics
192275,5855,75,2023-07-25 22:29:27.293366,570.88,Electronics
755907,1763,76,2023-09-25 19:14:04.955625,530.13,Clothing
379844,2869,86,2023-05-26 06:43:10.357720,226.55,Grocery
739990,3639,64,2023-09-10 20:48:21.898656,467.92,Clothing
675917,6926,76,2023-11-26 11:47:27.536348,416.09,Home & Kitchen
167851,4430,76,2023-06-26 23:31:45.123901,634.63,Clothing
596877,8515,28,2023-12-17 13:46:36.675146,414.13,Electronics
527735,1320,64,2023-10-16 16:23:48.269823,482.36,Electronics
115443,7854,19,2023-12-29 03:08:54.780891,251.47,Clothing
533906,3526,55,2023-12-31 06:13:10.002901,689.94,Home & Kitchen
531756,2593,76,2023-12-02 10:58:08.110935,657.09,Home & Kitchen
864131,1120,86,2023-12-31 16:13:25.790663,572.32,Clothing
463815,1268,91,2023-06-09 04:40:47.889996,441.53,Clothing
495714,4228,69,2023-04-09 17:14:47.130584,890.77,Clothing
289408,8703,14,2023-03-02 06:41:18.789884,214.61,Home & Kitchen
168816,4430,19,2023-12-09 08:08:34.604498,610.84,Home & Kitchen
604287,9834,85,2023-09-26 02:28:53.828174,742.46,Home & Kitchen
648352,2811,44,2023-12-22 22:25:34.061308,302.35,Grocery
704881,7559,13,2023-05-20 21:48:57.465143,857.67,Grocery
992363,7666,14,2023-11-03 23:10:21.697043,826.54,Clothing
627759,2012,44,2023-04-10 19:09:40.172627,554.17,Clothing
224531,3719,98,2023-04-19 10:13:40.533692,297.23,Home & Kitchen
840175,1040,47,2023-08-21 10:22:24.611665,646.27,Clothing
115317,3883,44,2023-10-04 09:53:48.129857,797.99,Electronics
154353,4882,5,2023-09-17 20:50:15.599372,212.82,Home & Kitchen
591393,5686,45,2023-07-30 04:41:27.935014,245.01,Electronics
909377,2099,47,2023-05-31 23:06:40.273143,773.23,Clothing
768150,7745,94,2023-12-30 06:08:43.783699,780.22,Clothing
964242,9116,98,2023-05-21 10:22:11.441434,386.62,Home & Kitchen
265007,9070,55,2023-09-27 16:22:45.121202,270.39,Clothing
530462,8399,75,2023-06-05 13:00:14.463314,116.68,Home & Kitchen
726172,4791,72,2023-12-03 19:08:47.186022,309.7,Electronics
791231,5378,88,2023-06-25 22:55:02.765912,552.12,Grocery
285448,2502,74,2023-12-21 04:44:53.361921,848.83,Grocery
313001,3512,69,2024-01-07 02:00:56.945811,42.25,Grocery
438226,7109,55,2023-09-01 10:10:46.841246,614.76,Grocery
590996,6263,62,2023-11-22 04:33:17.350549,34.19,Home & Kitchen
325941,8881,82,2023-05-18 19:34:19.660018,201.5,Grocery
802081,4778,60,2023-08-06 19:27:30.710542,33.58,Grocery
321455,3326,80,2023-03-23 10:52:15.556509,360.8,Electronics
971600,7606,76,2023-10-05 18:39:37.699174,477.2,Grocery
908310,7812,99,2023-12-21 08:00:09.154593,849.23,Electronics
852845,3227,97,2024-02-24 17:45:01.562512,953.16,Clothing
991934,4896,47,2023-12-20 17:21:44.181695,839.28,Grocery
869645,2857,5,2023-08-04 13:41:30.704562,213.84,Clothing
697913,9595,43,2023-12-14 22:48:51.298599,551.58,Grocery
861363,8728,99,2023-11-30 05:41:38.170105,658.14,Electronics
193165,6658,76,2024-02-14 18:56:50.952286,815.78,Grocery
665305,6937,60,2023-07-30 10:56:00.434112,87.29,Home & Kitchen
395685,3734,82,2023-11-29 08:39:15.158895,368.99,Clothing
834258,7583,9,2023-10-13 13:48:19.938502,461.0,Clothing
214155,5016,9,2023-09-25 13:09:20.877526,774.41,Electronics
917885,8387,62,2023-04-23 06:08:04.923758,186.42,Clothing
654821,4368,91,2023-09-17 15:30:51.850069,346.49,Electronics
616394,6352,14,2023-05-16 06:16:18.371769,635.04,Home & Kitchen
336473,3343,13,2023-10-23 02:14:44.915908,345.66,Electronics
659118,4339,5,2024-01-22 15:06:16.493418,531.58,Electronics
947365,1553,41,2023-11-24 13:34:02.970578,329.59,Clothing
611900,6310,2,2023-04-30 05:13:00.793253,512.46,Home & Kitchen
971655,5378,10,2023-07-07 13:22:45.427369,366.18,Electronics
802797,1351,8,2024-02-06 18:53:44.054778,890.43,Electronics
763934,4430,19,2023-08-21 08:48:27.365233,229.36,Clothing
529075,4519,19,2023-10-31 17:11:45.263669,170.96,Home & Kitchen
230329,8179,41,2023-04-06 14:43:45.306777,397.85,Clothing
880138,9005,99,2023-05-31 18:11:26.897544,613.43,Electronics
568281,8008,69,2023-10-02 03:33:36.627898,543.27,Electronics
541839,3153,69,2023-09-03 17:13:49.533030,88.47,Home & Kitchen
251024,7605,43,2023-03-02 15:56:57.907327,763.86,Home & Kitchen
381709,4540,3,2023-10-02 03:26:24.872471,692.27,Electronics
666819,5489,8,2024-01-26 08:24:15.522135,421.62,Grocery
127430,5374,76,2023-05-17 03:00:11.912994,681.89,Clothing
167600,2250,99,2023-10-02 17:04:11.097259,280.39,Clothing
644999,4160,61,2023-11-01 08:42:35.864542,407.19,Electronics
465874,8250,98,2023-06-28 15:25:27.474281,728.05,Grocery
327883,4430,69,2023-03-18 17:29:54.496976,205.45,Clothing
581227,9259,80,2023-11-19 18:51:31.647120,520.24,Electronics
752268,3807,2,2023-04-16 23:28:13.734061,933.24,Home & Kitchen
278891,5489,94,2024-01-17 06:48:03.406747,953.64,Electronics
727520,6654,94,2023-09-09 00:04:40.931360,331.07,Electronics
651823,9417,99,2023-11-09 15:42:50.311541,308.24,Clothing
404798,4849,88,2023-07-01 23:02:21.713051,623.71,Grocery
201728,8387,64,2023-05-27 18:34:20.013695,116.74,Clothing
983736,8106,45,2024-02-05 21:00:11.150895,123.47,Electronics
365564,6607,100,2023-12-27 02:40:57.796912,807.56,Home & Kitchen
279202,2856,55,2023-08-15 23:25:28.981273,988.22,Home & Kitchen
911275,1519,6,2023-12-20 20:43:30.156905,367.04,Electronics
151406,7559,45,2023-09-01 07:18:33.386985,403.41,Clothing
722179,2191,61,2023-09-03 12:20:01.182314,21.26,Electronics
374424,4118,82,2023-11-18 01:38:15.465290,968.39,Electronics
419492,3154,91,2023-09-05 18:00:43.564148,571.43,Home & Kitchen
761157,8717,19,2023-10-20 16:48:08.980996,487.46,Electronics
699945,2477,82,2023-06-30 03:53:31.012896,840.49,Home & Kitchen
776255,7923,91,2023-03-22 23:52:40.732730,449.69,Home & Kitchen
163643,3783,8,2023-09-21 18:58:10.446386,301.19,Home & Kitchen
157729,3988,8,2024-02-19 08:49:51.330514,449.5,Grocery
112842,8268,43,2023-07-01 06:38:57.897521,483.46,Home & Kitchen
381532,6000,19,2024-02-18 01:28:38.725981,492.37,Clothing
330746,7255,62,2023-06-20 08:33:40.083279,426.87,Home & Kitchen
689712,5344,93,2023-10-17 11:25:37.176692,59.97,Home & Kitchen
205031,6851,93,2023-07-29 06:34:40.647625,26.91,Home & Kitchen
825442,6690,99,2023-05-18 21:46:07.387324,975.67,Electronics
101248,7707,14,2023-08-11 21:46:18.463763,216.36,Clothing
602381,9116,55,2023-08-22 18:45:02.776497,666.33,Electronics
541118,3547,13,2023-05-11 04:23:01.827011,69.54,Grocery
910467,9160,47,2023-05-12 14:32:17.591586,229.27,Electronics
467370,4372,28,2023-04-04 22:30:20.256188,531.83,Clothing
733939,8102,47,2023-07-11 21:17:16.328844,609.32,Grocery
808227,5463,85,2024-01-16 10:48:49.234637,977.2,Home & Kitchen
151801,3165,86,2023-04-16 12:22:12.941359,656.34,Grocery
458477,9924,91,2023-12-26 18:54:36.736010,169.08,Home & Kitchen
847342,7470,45,2023-08-26 21:05:24.452243,158.47,Home & Kitchen
300638,6104,45,2023-03-18 14:14:20.311516,500.7,Home & Kitchen
589414,8781,8,2023-06-20 18:51:45.736484,446.38,Home & Kitchen
828447,4849,91,2023-11-14 18:25:27.892407,476.83,Grocery
241798,6050,47,2023-12-09 08:17:18.984562,274.2,Home & Kitchen
963727,2007,41,2024-01-08 22:56:08.471177,788.73,Clothing
164411,1670,13,2024-01-17 20:49:14.804334,895.6,Clothing
261488,2224,60,2023-03-18 14:38:27.757274,430.26,Clothing
931535,6740,14,2023-09-27 16:09:20.164523,124.15,Home & Kitchen
357229,8863,85,2023-10-11 00:32:07.932797,394.33,Electronics
546990,3043,75,2023-09-10 00:58:12.393137,130.04,Clothing
815172,5855,8,2023-07-18 03:09:26.934524,258.75,Electronics
664230,3650,94,2023-05-28 10:32:34.374540,724.68,Electronics
553883,5749,2,2023-12-22 11:38:33.724733,608.13,Clothing
199930,1365,22,2024-02-13 09:45:49.430563,435.01,Electronics
233925,4457,8,2023-08-30 03:10:32.717935,545.32,Clothing
655450,2467,69,2024-01-21 16:12:23.342602,604.34,Home & Kitchen
563111,4924,60,2023-09-07 06:05:08.456152,945.4,Clothing
225118,9934,74,2023-11-02 16:56:31.466088,107.09,Home & Kitchen
630751,6851,72,2024-01-14 03:00:02.445804,935.43,Home & Kitchen
263376,2973,80,2023-09-30 05:38:55.177537,785.96,Clothing
602557,4871,99,2023-10-13 23:57:19.453942,983.42,Electronics
305909,2510,59,2023-12-05 13:58:17.322913,660.32,Home & Kitchen
551667,2958,21,2023-03-27 08:17:58.641006,111.6,Home & Kitchen
946745,9280,75,2024-02-05 17:57:08.601093,235.46,Clothing
960632,4368,72,2023-05-29 12:13:14.607906,168.11,Electronics
832496,6785,80,2023-12-04 12:05:04.204099,387.69,Electronics
420174,7060,47,2023-10-05 04:48:32.888011,742.29,Clothing
834221,4601,5,2023-08-23 02:49:39.225146,244.65,Grocery
404567,2958,64,2024-01-05 06:06:22.553304,793.45,Electronics
417675,1794,86,2023-04-24 21:07:30.740244,893.82,Electronics
393338,5689,10,2023-06-13 01:08:14.532558,887.63,Electronics
936107,7855,43,2024-02-12 21:25:36.624790,323.85,Grocery
764862,2811,64,2023-12-17 06:48:08.733150,316.25,Clothing
474610,2502,8,2023-12-07 01:26:24.445971,768.3,Grocery
221481,6851,47,2023-05-16 12:38:38.885064,252.83,Clothing
177210,6784,29,2023-11-18 03:30:32.412926,590.18,Electronics
619301,8148,62,2024-02-25 05:36:18.909601,625.45,Grocery
635268,6352,71,2023-11-03 10:20:20.056102,836.04,Clothing
974632,6104,100,2023-10-05 07:21:13.798612,573.8,Clothing
664875,2103,71,2023-04-29 06:50:11.707937,789.01,Electronics
993898,9825,62,2023-08-03 10:17:58.484838,918.27,Home & Kitchen
847624,9609,45,2023-05-28 19:43:42.029928,754.68,Clothing
693857,7497,41,2023-03-29 15:31:26.183482,505.74,Grocery
369991,8579,47,2024-01-20 00:37:33.476973,525.34,Home & Kitchen
264165,4622,45,2023-12-24 10:48:55.196512,775.42,Clothing
714524,7283,43,2023-07-18 03:00:49.752433,66.44,Grocery
771892,3479,13,2024-02-05 22:03:24.860778,118.57,Grocery
542825,6960,2,2023-07-29 01:26:57.435004,667.06,Home & Kitchen
626068,4160,74,2024-01-03 01:05:13.700607,131.02,Grocery
695035,6338,97,2023-10-04 07:40:03.934448,704.96,Home & Kitchen
824894,2636,62,2023-03-18 14:12:13.440313,643.18,Electronics
155208,3793,82,2023-09-03 16:27:04.296241,100.54,Home & Kitchen
738976,9005,9,2023-04-26 14:47:15.591331,753.04,Electronics
878366,5749,100,2023-08-24 05:06:44.016256,616.66,Home & Kitchen
147742,6677,19,2023-06-02 03:56:24.441051,989.01,Home & Kitchen
538353,3099,94,2023-11-19 18:55:18.138323,311.49,Clothing
684503,3788,43,2023-03-21 18:12:03.051387,544.95,Grocery
135353,4144,60,2023-08-25 18:04:15.902355,300.53,Clothing
557635,4560,80,2023-07-09 07:55:32.882366,789.41,Home & Kitchen
538097,4095,76,2023-08-04 21:01:30.662841,608.25,Clothing
976147,9794,76,2024-02-22 18:45:45.303370,98.44,Grocery
761442,7666,55,2023-05-18 19:55:34.819729,987.11,Clothing
293623,3147,61,2023-10-05 20:20:58.412863,542.85,Home & Kitchen
356542,9961,28,2023-04-20 22:43:08.345779,449.06,Home & Kitchen
634439,7577,3,2023-03-27 23:17:28.782874,337.83,Electronics
359420,8354,85,2023-08-10 14:03:04.776547,854.26,Electronics
873332,8492,76,2023-06-11 16:16:51.166615,566.91,Home & Kitchen
226192,1634,71,2024-01-13 13:54:02.109528,926.42,Clothing
433443,3307,76,2023-07-11 16:18:35.856219,733.23,Electronics
838376,8387,44,2023-05-06 18:36:22.275244,142.54,Grocery
574884,5100,86,2023-04-01 19:42:57.662654,541.52,Home & Kitchen
383442,4645,100,2024-01-08 03:18:45.004876,632.55,Electronics
820570,4983,80,2023-09-15 05:08:00.636070,552.5,Grocery
841932,4693,98,2023-11-18 05:11:25.357426,524.26,Electronics
199611,2420,69,2023-08-22 11:46:35.439444,128.89,Grocery
945313,8728,5,2023-05-28 14:11:35.870377,778.39,Electronics
184884,7810,74,2023-03-11 15:52:56.922945,307.35,Grocery
985363,7388,69,2023-09-06 05:07:57.945294,23.42,Home & Kitchen
864821,1680,99,2023-07-21 12:53:12.578810,261.3,Grocery
491350,9675,98,2023-06-13 18:09:27.277164,479.54,Electronics
682225,5200,28,2023-05-03 12:48:01.908405,660.94,Clothing
421631,7283,45,2023-07-30 14:19:01.458853,204.15,Clothing
874210,8082,60,2024-01-09 22:09:00.380883,198.98,Home & Kitchen
397377,6837,19,2023-12-08 12:18:01.240178,394.33,Clothing
766389,1553,97,2024-01-05 14:56:58.936483,171.37,Grocery
514757,9912,44,2023-09-23 06:59:06.336989,524.97,Grocery
954544,5650,45,2023-09-11 05:22:38.902803,325.55,Home & Kitchen
577546,6255,62,2023-11-19 05:07:33.505613,188.84,Home & Kitchen
403233,3283,47,2023-10-01 21:29:53.822173,252.66,Electronics
550272,2066,85,2023-05-09 23:01:47.542044,734.15,Home & Kitchen
637337,3227,86,2023-11-17 14:18:51.617088,739.58,Clothing
817563,9269,14,2023-03-11 09:07:58.255380,734.7,Grocery
440748,8561,19,2023-12-07 02:41:58.994144,12.6,Home & Kitchen
136962,9794,88,2023-04-14 00:14:34.971039,270.59,Grocery
453692,2519,22,2023-05-23 02:43:28.306514,861.28,Electronics
171677,7406,72,2023-12-30 17:54:16.016860,574.62,Clothing
355227,3493,19,2023-08-17 18:13:36.981803,800.72,Home & Kitchen
281823,9417,69,2023-03-29 02:41:40.247241,920.93,Grocery
233504,1153,29,2023-04-23 03:01:49.933921,57.3,Grocery
368448,7184,64,2023-07-28 15:57:55.798888,591.68,Clothing
104927,4622,47,2023-07-02 02:44:12.326650,103.89,Clothing
154620,3664,8,2023-03-09 20:34:37.833559,638.87,Clothing
837800,6224,71,2024-02-02 06:04:13.400426,291.56,Grocery
466336,8646,19,2023-11-16 13:11:15.556842,33.44,Grocery
340623,8197,41,2024-02-04 00:17:59.173502,328.33,Grocery
569057,9709,47,2023-11-29 10:42:50.751995,873.18,Grocery
101649,3861,94,2024-01-01 14:02:05.721802,403.21,Grocery
804040,8966,3,2023-03-05 07:25:30.844031,336.01,Electronics
608772,4522,76,2024-01-14 07:38:30.341045,463.87,Home & Kitchen
134978,9711,43,2023-10-26 23:47:55.583204,898.29,Grocery
940934,6287,21,2023-12-26 01:44:52.897897,48.79,Home & Kitchen
319462,5236,8,2024-01-02 02:15:42.560838,597.83,Home & Kitchen
140681,7184,71,2023-09-18 02:29:15.062344,781.55,Electronics
922868,3989,55,2023-08-29 01:55:02.228271,352.45,Clothing
519429,5815,14,2023-08-27 08:49:05.440341,321.54,Home & Kitchen
973785,9016,100,2023-07-10 22:58:05.741926,569.48,Clothing
997912,4160,88,2023-05-03 05:21:22.338150,490.38,Grocery
452629,8625,28,2023-03-22 03:11:28.628361,578.44,Grocery
754113,2296,100,2024-02-16 14:17:56.217472,236.44,Clothing
973096,9017,45,2023-03-17 18:32:19.726876,603.05,Home & Kitchen
270450,8337,45,2023-04-26 21:33:16.101532,256.87,Electronics
888485,3465,9,2023-09-12 13:28:27.831661,67.31,Grocery
455966,4758,47,2023-05-14 02:31:15.503090,573.28,Clothing
311265,4687,3,2023-06-07 17:05:40.340311,54.08,Clothing
862725,9146,13,2023-06-01 17:23:54.484446,428.78,Clothing
611324,2278,64,2024-02-17 07:17:07.515896,699.09,Home & Kitchen
606451,9124,88,2024-02-04 10:17:17.537564,261.91,Electronics
839809,4848,93,2023-03-07 19:00:12.330583,155.6,Grocery
675410,1806,22,2023-09-29 03:34:08.709784,239.19,Clothing
875754,8646,75,2023-11-28 18:23:25.531685,324.49,Electronics
966370,5781,22,2023-12-12 06:09:40.783872,204.94,Home & Kitchen
616786,9005,71,2023-04-23 17:49:06.051621,156.43,Home & Kitchen
889209,9884,98,2023-05-20 02:48:10.769068,509.24,Electronics
920717,5477,71,2023-08-29 08:59:14.656896,729.58,Grocery
488192,5249,28,2023-12-10 18:41:45.667361,60.19,Clothing
781702,6048,88,2023-05-20 18:23:20.193745,996.91,Home & Kitchen
169118,3636,28,2023-07-19 00:43:57.026257,81.98,Grocery
721954,2740,3,2023-04-08 16:07:36.715646,933.89,Home & Kitchen
936040,6310,100,2023-07-29 08:39:41.272635,94.12,Electronics
132360,5803,55,2023-10-09 16:07:55.996298,637.99,Clothing
593103,5185,98,2023-04-23 14:09:39.682375,20.76,Electronics
463953,7752,93,2023-03-19 12:49:59.334288,563.65,Grocery
412784,1153,76,2023-12-19 18:17:20.537809,227.61,Grocery
659559,1504,71,2024-01-14 01:42:19.016104,494.9,Clothing
204923,8703,19,2023-08-30 15:21:36.222031,48.92,Electronics
610486,3769,45,2023-07-08 22:42:32.629905,609.24,Grocery
682201,7674,84,2023-12-30 13:49:04.916194,321.66,Grocery
493915,6851,76,2023-09-13 04:12:02.544219,946.63,Grocery
110159,2947,98,2023-09-26 00:00:11.336631,259.44,Home & Kitchen
505352,6885,86,2024-01-27 13:51:00.490947,765.07,Clothing
697480,2833,76,2023-06-03 22:21:25.964326,99.17,Clothing
461168,9114,71,2023-03-03 06:24:31.043043,853.93,Home & Kitchen
153160,2605,55,2023-08-29 04:29:14.892269,261.75,Clothing
862058,8337,9,2023-08-22 17:50:34.572018,41.54,Electronics
913063,4051,45,2024-02-06 02:27:17.046642,508.44,Home & Kitchen
502987,6104,55,2024-02-17 04:14:23.974436,776.67,Clothing
933422,9679,41,2023-06-20 13:37:58.112985,699.58,Clothing
453227,5463,21,2024-01-29 10:13:31.896650,203.37,Grocery
362819,9017,8,2023-05-27 18:41:47.767977,364.8,Electronics
234448,9527,2,2023-05-24 01:10:21.715175,302.01,Home & Kitchen
728990,6048,19,2024-02-08 06:07:02.572603,868.66,Clothing
886467,5437,45,2023-03-08 05:15:20.360957,642.33,Electronics
424833,2740,94,2023-06-29 09:12:01.410828,624.53,Grocery
742656,7830,22,2024-01-05 20:20:52.703262,716.46,Electronics
860458,3029,86,2024-01-03 08:28:41.830058,789.05,Home & Kitchen
674767,7199,6,2023-08-13 04:04:09.772483,152.99,Grocery
917336,9017,98,2023-04-16 12:29:55.761984,474.45,Grocery
374971,4394,29,2023-03-21 16:01:26.286969,796.09,Electronics
188347,7938,19,2023-12-18 20:56:40.753447,386.57,Home & Kitchen
375456,3343,5,2023-07-05 19:08:00.537648,318.06,Grocery
426181,9794,69,2023-05-28 00:36:35.903850,436.32,Electronics
777083,7570,43,2023-06-12 06:43:32.533752,268.43,Grocery
496751,4752,45,2023-09-25 05:21:50.013090,470.94,Grocery
712740,8660,93,2023-11-17 22:22:56.737906,610.29,Clothing
869156,6421,45,2023-03-20 09:26:54.572685,696.8,Home & Kitchen
365822,2250,84,2024-02-04 20:02:09.328366,158.01,Electronics
226111,7123,59,2023-09-07 14:08:57.096282,428.7,Home & Kitchen
460279,3312,14,2023-10-01 07:04:48.244468,900.63,Home & Kitchen
170084,1753,80,2023-04-04 02:53:59.843924,757.93,Clothing
525976,4622,10,2023-08-15 00:35:42.309826,184.18,Electronics
154779,9414,75,2024-01-26 08:32:32.667376,636.88,Clothing
983927,5384,47,2023-08-24 10:01:16.007612,829.52,Electronics
